team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
CGY,2022,CGY,CGY,Team Level,5on4,65,0.87,0.87,0.86,19903.0,313.33,36.31,29.34,67.56,10.52,198.39,99.87,35.31,36.31,35.31,320.0,122.0,155.0,597.0,38.0,34.0,8.0,70.0,8.0,162.0,130.0,282.0,404.0,14.0,28.0,203.0,29.0,27.0,46.0,325.0,73.0,44.0,7.29,8.89,20.13,3.0,6.0,29.0,597.0,442.0,442.0,2.0,7.68,8.97,8.97,35.01,35.01,34.17,53.54,5.38,2.57,7.17,1.59,15.85,37.43,5.18,5.38,5.18,61.0,9.0,17.0,87.0,4.0,5.0,0.0,7.0,1.0,9.0,44.0,57.0,66.0,11.0,22.0,165.0,64.0,47.0,34.0,47.0,17.0,6.0,1.42,2.22,1.74,0.0,4.0,0.0,87.0,70.0,70.0,30.0,0.6,1.44,1.44,4.54,4.54,4.51
ARI,2022,ARI,ARI,Team Level,other,64,0.38,0.41,0.38,7285.0,88.52,20.85,5.95,15.23,2.98,46.5,29.48,19.7,20.85,19.7,84.0,37.0,49.0,170.0,20.0,9.0,0.0,14.0,3.0,44.0,31.0,64.0,101.0,6.0,12.0,81.0,30.0,19.0,20.0,57.0,34.0,30.0,2.42,4.54,13.9,2.0,4.0,14.0,170.0,121.0,121.0,6.0,1.74,2.19,2.19,20.4,20.4,19.9,144.5,33.63,11.1,24.48,4.8,77.05,48.93,31.15,33.63,31.15,139.0,61.0,44.0,244.0,24.0,17.0,5.0,24.0,4.0,72.0,59.0,115.0,176.0,2.0,4.0,102.0,32.0,18.0,14.0,90.0,65.0,45.0,4.0,8.33,21.29,2.0,10.0,12.0,244.0,200.0,200.0,6.0,3.28,6.61,6.61,30.3,30.3,28.5
ARI,2022,ARI,ARI,Team Level,all,64,0.41,0.43,0.42,233462.0,1671.08,175.05,118.37,373.38,54.21,918.37,663.62,166.53,174.4,165.88,1645.0,658.0,782.0,3085.0,174.0,139.0,17.0,335.0,43.0,753.0,859.0,1471.0,2129.0,266.0,592.0,1647.0,1642.0,378.0,621.0,1614.0,504.0,185.0,48.56,61.57,64.92,53.0,60.0,61.0,3046.09,2303.0,2284.83,340.0,26.22,28.59,28.59,172.69,171.92,166.26,2285.64,246.92,165.36,518.92,75.24,1264.5,889.06,233.39,249.13,235.5,2282.0,878.0,954.0,4114.0,226.0,208.0,38.0,506.0,77.0,1083.0,1060.0,2056.0,2934.0,230.0,522.0,1968.0,1454.0,422.0,519.0,2186.0,726.0,248.0,67.98,90.86,88.08,69.0,86.0,71.0,4181.36,3160.0,3197.26,238.0,37.2,45.1,45.16,238.96,241.0,232.11
ARI,2022,ARI,ARI,Team Level,5on5,64,0.43,0.44,0.44,184523.0,1306.61,116.27,88.37,305.75,42.44,718.28,531.88,112.6,115.62,111.96,1278.0,525.0,626.0,2429.0,117.0,103.0,16.0,271.0,35.0,580.0,697.0,1161.0,1686.0,237.0,536.0,1259.0,1530.0,312.0,515.0,1307.0,392.0,104.0,39.7,47.83,28.75,46.0,46.0,25.0,2390.09,1803.0,1784.83,298.0,18.28,21.26,21.55,113.01,112.24,110.4,1678.29,151.59,114.01,401.23,54.83,919.93,677.41,145.91,153.81,148.02,1689.0,630.0,734.0,3053.0,141.0,147.0,26.0,407.0,60.0,769.0,795.0,1548.0,2178.0,211.0,484.0,1474.0,1342.0,349.0,443.0,1669.0,515.0,135.0,51.4,64.58,35.61,55.0,57.0,29.0,3120.36,2319.0,2356.26,218.0,23.69,28.9,28.95,146.33,148.36,145.42
ARI,2022,ARI,ARI,Team Level,4on5,64,0.09,0.08,0.09,22747.0,43.87,5.26,2.3,6.2,1.31,13.08,29.83,5.17,5.26,5.17,50.0,8.0,7.0,65.0,4.0,4.0,0.0,1.0,0.0,6.0,43.0,46.0,54.0,8.0,16.0,161.0,60.0,41.0,32.0,33.0,16.0,9.0,1.03,1.84,2.4,1.0,2.0,1.0,65.0,58.0,58.0,29.0,0.52,1.15,1.15,4.64,4.64,4.6,418.14,56.03,37.43,86.41,14.09,252.33,132.71,50.81,56.03,50.81,402.0,177.0,162.0,741.0,59.0,43.0,6.0,70.0,12.0,232.0,163.0,343.0,520.0,11.0,22.0,241.0,29.0,14.0,47.0,390.0,128.0,61.0,11.22,15.8,29.01,12.0,19.0,28.0,741.0,579.0,579.0,2.0,9.59,9.02,9.02,56.6,56.6,52.52
ARI,2022,ARI,ARI,Team Level,5on4,64,0.85,0.85,0.84,18907.0,232.09,32.66,21.74,46.2,7.48,140.5,72.42,29.06,32.66,29.06,233.0,88.0,100.0,421.0,33.0,23.0,1.0,49.0,5.0,123.0,88.0,200.0,288.0,15.0,28.0,146.0,22.0,6.0,54.0,217.0,62.0,42.0,5.42,7.37,19.88,4.0,8.0,21.0,421.0,321.0,321.0,7.0,5.68,3.99,3.7,34.64,34.64,31.35,44.72,5.67,2.81,6.8,1.52,15.2,30.0,5.53,5.67,5.53,52.0,10.0,14.0,76.0,2.0,1.0,1.0,5.0,1.0,10.0,43.0,50.0,60.0,6.0,12.0,151.0,51.0,41.0,15.0,37.0,18.0,7.0,1.36,2.15,2.16,0.0,0.0,2.0,76.0,62.0,62.0,12.0,0.64,0.58,0.58,5.73,5.73,5.67
VGK,2022,VGK,VGK,Team Level,other,64,0.46,0.47,0.47,8084.0,107.11,21.56,8.13,19.2,3.69,60.14,36.29,20.71,21.56,20.71,112.0,37.0,59.0,208.0,22.0,12.0,3.0,15.0,4.0,53.0,43.0,90.0,127.0,5.0,10.0,103.0,39.0,28.0,15.0,91.0,29.0,29.0,3.3,3.74,14.51,5.0,6.0,11.0,208.0,149.0,149.0,6.0,2.25,2.94,2.94,20.86,20.86,20.28,121.41,25.36,9.11,21.26,4.08,67.93,41.26,24.82,25.36,24.82,121.0,48.0,64.0,233.0,21.0,9.0,0.0,28.0,2.0,66.0,43.0,100.0,148.0,2.0,2.0,90.0,26.0,21.0,19.0,99.0,36.0,34.0,4.06,4.31,17.0,5.0,3.0,13.0,233.0,169.0,169.0,8.0,2.6,2.2,2.2,25.76,25.76,25.23
VGK,2022,VGK,VGK,Team Level,all,64,0.53,0.5,0.51,233857.0,2042.69,207.78,145.85,473.51,68.29,1122.85,804.79,199.11,209.38,200.72,2072.0,752.0,1007.0,3831.0,200.0,176.0,32.0,415.0,75.0,897.0,1061.0,1872.0,2624.0,179.0,402.0,1925.0,1574.0,581.0,433.0,2011.0,587.0,226.0,58.85,73.53,75.4,63.0,73.0,64.0,3863.33,2824.0,2842.71,207.0,32.04,39.61,39.69,200.07,201.54,196.68,1979.18,181.99,135.78,465.02,65.37,1099.76,796.08,175.07,181.86,174.94,1971.0,773.0,1152.0,3896.0,176.0,171.0,24.0,447.0,70.0,898.0,982.0,1795.0,2568.0,190.0,412.0,1742.0,1804.0,546.0,550.0,2073.0,491.0,180.0,58.74,59.29,63.96,56.0,64.0,56.0,3885.26,2744.0,2745.31,252.0,29.79,32.74,33.3,178.49,178.45,174.42
VGK,2022,VGK,VGK,Team Level,5on5,64,0.53,0.49,0.5,196350.0,1627.85,147.81,111.09,392.06,54.37,885.72,659.99,141.99,149.42,143.59,1640.0,612.0,838.0,3090.0,141.0,134.0,23.0,344.0,60.0,702.0,871.0,1499.0,2111.0,160.0,364.0,1523.0,1470.0,505.0,372.0,1640.0,466.0,146.0,48.04,58.05,41.72,54.0,56.0,31.0,3122.33,2252.0,2270.71,189.0,23.05,29.48,29.57,141.24,142.71,140.14,1610.96,128.86,105.97,393.69,53.2,891.94,660.35,124.25,128.72,124.12,1586.0,648.0,948.0,3182.0,128.0,138.0,19.0,375.0,60.0,711.0,822.0,1458.0,2106.0,177.0,390.0,1396.0,1715.0,459.0,486.0,1727.0,399.0,108.0,49.21,48.31,31.33,50.0,56.0,22.0,3171.26,2234.0,2235.32,233.0,21.85,26.35,27.04,123.68,123.63,121.54
VGK,2022,VGK,VGK,Team Level,4on5,64,0.18,0.12,0.14,13510.0,37.03,5.4,2.33,5.0,1.15,11.48,22.65,5.32,5.4,5.32,42.0,6.0,7.0,55.0,7.0,2.0,1.0,2.0,0.0,9.0,28.0,35.0,41.0,7.0,14.0,110.0,39.0,38.0,15.0,23.0,16.0,9.0,0.69,2.21,2.5,0.0,4.0,3.0,55.0,48.0,48.0,10.0,0.53,0.48,0.48,5.44,5.44,5.39,206.67,23.81,18.78,44.01,6.72,126.88,65.8,22.13,23.81,22.13,215.0,71.0,126.0,412.0,25.0,21.0,3.0,38.0,7.0,115.0,80.0,190.0,261.0,8.0,14.0,127.0,15.0,21.0,35.0,207.0,47.0,32.0,4.48,5.49,13.85,1.0,5.0,19.0,412.0,286.0,286.0,2.0,4.89,3.2,3.07,25.63,25.63,24.23
VGK,2022,VGK,VGK,Team Level,5on4,64,0.89,0.87,0.87,15913.0,270.71,33.02,24.3,57.25,9.07,165.52,85.85,31.1,33.02,31.1,278.0,97.0,103.0,478.0,30.0,28.0,5.0,54.0,11.0,133.0,119.0,248.0,345.0,7.0,14.0,189.0,26.0,10.0,31.0,257.0,76.0,42.0,6.82,9.53,16.68,4.0,7.0,19.0,478.0,375.0,375.0,2.0,6.21,6.7,6.7,32.52,32.52,30.86,40.13,3.96,1.93,6.06,1.38,13.01,28.67,3.87,3.96,3.87,49.0,6.0,14.0,69.0,2.0,3.0,2.0,6.0,1.0,6.0,37.0,47.0,53.0,3.0,6.0,129.0,48.0,45.0,10.0,40.0,9.0,6.0,1.0,1.18,1.78,0.0,0.0,2.0,69.0,55.0,55.0,9.0,0.45,0.99,0.99,3.42,3.42,3.41
TBL,2022,TBL,TBL,Team Level,other,64,0.55,0.52,0.55,8809.0,140.59,33.93,9.77,25.31,4.95,75.45,42.59,31.4,33.93,31.4,141.0,51.0,52.0,244.0,29.0,15.0,3.0,34.0,3.0,60.0,51.0,112.0,163.0,5.0,10.0,120.0,29.0,19.0,22.0,93.0,53.0,46.0,3.92,6.64,23.37,6.0,2.0,21.0,244.0,192.0,192.0,10.0,2.99,5.94,5.94,30.97,30.97,29.23,114.66,28.13,8.16,20.66,3.77,59.39,35.89,26.78,28.13,26.78,117.0,39.0,71.0,227.0,27.0,9.0,1.0,21.0,5.0,52.0,42.0,90.0,129.0,9.0,18.0,116.0,32.0,20.0,21.0,70.0,48.0,38.0,2.62,6.05,19.45,3.0,8.0,16.0,227.0,156.0,156.0,6.0,2.38,2.31,2.58,27.93,27.93,26.9
TBL,2022,TBL,TBL,Team Level,all,64,0.52,0.51,0.51,232677.0,2095.6,232.23,151.78,466.46,69.82,1161.98,820.72,220.19,233.31,221.24,2051.0,852.0,930.0,3833.0,223.0,195.0,30.0,464.0,78.0,952.0,991.0,1828.0,2680.0,270.0,624.0,1898.0,1566.0,609.0,597.0,1943.0,728.0,232.0,60.16,88.44,83.63,56.0,86.0,81.0,3871.6,2903.0,2923.51,277.0,33.94,43.24,43.24,222.93,223.79,217.29,1989.93,211.18,143.28,453.12,66.25,1094.82,778.35,201.63,211.53,201.96,2034.0,713.0,927.0,3674.0,196.0,175.0,17.0,443.0,66.0,850.0,1017.0,1838.0,2551.0,283.0,667.0,1733.0,1780.0,646.0,431.0,1915.0,609.0,223.0,56.2,75.46,79.52,57.0,71.0,68.0,3666.56,2747.0,2746.7,196.0,31.89,37.98,37.98,205.09,205.56,200.7
TBL,2022,TBL,TBL,Team Level,5on5,64,0.52,0.51,0.51,185127.0,1588.53,149.91,111.05,372.58,53.14,880.5,639.83,143.3,150.99,144.35,1549.0,658.0,729.0,2936.0,139.0,155.0,22.0,368.0,63.0,711.0,771.0,1410.0,2068.0,235.0,554.0,1419.0,1438.0,486.0,495.0,1550.0,523.0,134.0,48.4,64.06,37.46,43.0,60.0,36.0,2974.6,2207.0,2227.51,243.0,23.06,31.39,31.39,141.58,142.44,139.65,1521.47,140.04,104.11,361.91,50.41,834.91,610.61,134.54,140.39,134.88,1561.0,541.0,701.0,2803.0,124.0,133.0,12.0,371.0,46.0,631.0,797.0,1437.0,1978.0,247.0,593.0,1295.0,1631.0,529.0,354.0,1507.0,459.0,136.0,44.8,57.02,38.23,45.0,49.0,30.0,2795.56,2102.0,2101.7,177.0,21.59,28.03,27.77,133.87,134.32,132.06
TBL,2022,TBL,TBL,Team Level,4on5,64,0.13,0.13,0.16,18887.0,56.19,5.58,2.91,7.97,1.67,17.43,40.45,5.42,5.58,5.42,57.0,19.0,9.0,85.0,2.0,4.0,0.0,8.0,0.0,15.0,47.0,55.0,74.0,10.0,20.0,168.0,62.0,70.0,18.0,52.0,19.0,5.0,1.79,2.43,1.37,0.0,1.0,1.0,85.0,76.0,76.0,17.0,0.67,1.08,1.08,5.17,5.17,5.1,296.7,37.11,27.92,62.95,10.42,182.11,92.49,34.47,37.11,34.47,294.0,119.0,144.0,557.0,38.0,30.0,4.0,48.0,11.0,156.0,130.0,256.0,375.0,18.0,36.0,172.0,39.0,26.0,43.0,288.0,82.0,43.0,7.26,9.71,20.14,7.0,12.0,19.0,557.0,413.0,413.0,3.0,7.21,7.09,7.09,37.24,37.24,35.7
TBL,2022,TBL,TBL,Team Level,5on4,64,0.88,0.87,0.85,19854.0,310.29,42.82,28.06,60.61,10.05,188.6,97.86,40.07,42.82,40.07,304.0,124.0,140.0,568.0,53.0,21.0,5.0,54.0,12.0,166.0,122.0,251.0,375.0,20.0,40.0,191.0,37.0,34.0,62.0,248.0,133.0,47.0,6.06,15.32,21.45,7.0,23.0,23.0,568.0,428.0,428.0,7.0,7.23,4.83,4.83,45.21,45.21,43.3,57.1,5.9,3.09,7.6,1.64,18.41,39.37,5.84,5.9,5.84,62.0,14.0,11.0,87.0,7.0,3.0,0.0,3.0,4.0,11.0,48.0,55.0,69.0,9.0,20.0,150.0,78.0,71.0,13.0,50.0,20.0,6.0,1.52,2.68,1.7,2.0,2.0,3.0,87.0,76.0,76.0,10.0,0.71,0.54,0.54,6.07,6.07,6.05
DET,2022,DET,DET,Team Level,other,64,0.56,0.5,0.5,9338.0,127.03,27.58,9.3,23.46,4.25,64.82,41.59,26.02,27.58,26.02,121.0,50.0,53.0,224.0,28.0,14.0,3.0,20.0,5.0,53.0,51.0,93.0,143.0,11.0,23.0,115.0,30.0,13.0,16.0,95.0,39.0,37.0,3.88,4.43,19.27,5.0,6.0,17.0,224.0,171.0,171.0,8.0,2.73,4.26,4.26,26.06,26.06,25.28,123.1,21.84,9.89,23.25,4.26,70.82,41.94,20.64,21.84,20.64,119.0,53.0,53.0,225.0,24.0,6.0,0.0,21.0,4.0,63.0,54.0,95.0,148.0,5.0,13.0,113.0,34.0,16.0,18.0,105.0,36.0,31.0,3.88,4.37,13.58,5.0,7.0,12.0,225.0,172.0,172.0,9.0,2.87,1.09,1.09,23.62,23.62,22.27
DET,2022,DET,DET,Team Level,all,64,0.48,0.47,0.48,233595.0,1831.04,181.06,125.91,426.34,60.47,1016.14,726.09,172.78,180.81,172.6,1841.0,695.0,855.0,3391.0,190.0,165.0,21.0,381.0,48.0,829.0,923.0,1651.0,2346.0,228.0,473.0,1741.0,1472.0,330.0,452.0,1892.0,455.0,189.0,55.21,54.7,71.16,72.0,58.0,60.0,3369.04,2536.0,2525.9,242.0,28.22,38.94,39.01,170.28,170.2,166.42,1996.19,193.34,140.0,465.78,68.02,1124.05,801.81,181.96,193.72,182.33,1979.0,814.0,1020.0,3813.0,208.0,183.0,33.0,396.0,46.0,976.0,984.0,1771.0,2585.0,252.0,525.0,1804.0,1311.0,332.0,528.0,2085.0,514.0,194.0,62.69,62.39,68.26,86.0,66.0,56.0,3833.69,2793.0,2804.66,276.0,31.18,35.16,35.4,189.12,189.24,180.76
DET,2022,DET,DET,Team Level,5on5,64,0.46,0.46,0.46,187037.0,1348.36,111.56,88.29,330.84,44.69,750.58,553.05,106.77,111.3,106.59,1361.0,518.0,656.0,2535.0,119.0,123.0,12.0,294.0,32.0,603.0,708.0,1242.0,1760.0,194.0,401.0,1271.0,1341.0,271.0,377.0,1441.0,332.0,106.0,41.16,40.42,29.98,59.0,43.0,17.0,2513.04,1879.0,1868.9,212.0,18.22,26.98,27.18,102.6,102.52,100.79,1552.65,128.52,103.7,380.27,53.06,872.39,637.07,123.45,128.89,123.82,1534.0,641.0,834.0,3009.0,134.0,150.0,26.0,321.0,36.0,757.0,777.0,1400.0,2041.0,217.0,451.0,1348.0,1211.0,271.0,448.0,1678.0,385.0,112.0,50.25,46.83,31.43,64.0,49.0,21.0,3029.69,2175.0,2186.66,236.0,21.41,28.0,28.36,121.56,121.68,119.32
DET,2022,DET,DET,Team Level,4on5,64,0.09,0.12,0.14,16773.0,45.54,3.84,2.09,6.76,1.46,14.54,33.3,3.83,3.84,3.83,52.0,10.0,4.0,66.0,3.0,1.0,0.0,5.0,0.0,12.0,41.0,49.0,59.0,9.0,21.0,139.0,74.0,29.0,20.0,47.0,10.0,5.0,1.29,1.22,1.33,1.0,2.0,0.0,66.0,62.0,62.0,19.0,0.49,0.25,0.25,4.08,4.08,4.07,268.27,39.02,23.97,54.48,9.08,163.81,84.64,33.91,39.02,33.91,266.0,109.0,122.0,497.0,41.0,27.0,7.0,50.0,6.0,145.0,106.0,225.0,334.0,22.0,45.0,164.0,18.0,11.0,31.0,245.0,83.0,47.0,7.08,10.07,21.86,12.0,8.0,21.0,497.0,375.0,375.0,0.0,6.34,6.07,5.95,39.4,39.4,34.65
DET,2022,DET,DET,Team Level,5on4,64,0.91,0.87,0.86,20447.0,310.11,38.09,26.22,65.28,10.06,186.19,98.15,36.17,38.09,36.17,307.0,117.0,142.0,566.0,40.0,27.0,6.0,62.0,11.0,161.0,123.0,267.0,384.0,14.0,28.0,216.0,27.0,17.0,39.0,309.0,74.0,41.0,8.87,8.63,20.59,7.0,7.0,26.0,566.0,424.0,424.0,3.0,6.77,7.45,7.32,37.54,37.54,36.28,52.16,3.98,2.44,7.78,1.61,17.03,38.16,3.97,3.98,3.97,60.0,11.0,11.0,82.0,9.0,0.0,0.0,4.0,0.0,11.0,47.0,51.0,62.0,8.0,16.0,179.0,48.0,34.0,31.0,57.0,10.0,4.0,1.47,1.12,1.39,5.0,2.0,2.0,82.0,71.0,71.0,31.0,0.57,0.0,0.0,4.54,4.54,4.52
COL,2022,COL,COL,Team Level,other,62,0.54,0.57,0.57,7481.0,132.88,24.81,10.01,25.31,5.2,75.2,43.47,23.58,24.81,23.58,132.0,52.0,57.0,241.0,30.0,15.0,3.0,21.0,4.0,77.0,37.0,102.0,154.0,3.0,6.0,108.0,27.0,7.0,14.0,108.0,40.0,36.0,4.04,4.84,15.93,2.0,8.0,20.0,241.0,184.0,184.0,2.0,2.98,4.33,4.33,23.46,23.46,22.38,102.65,20.9,7.61,18.43,3.59,54.51,35.96,19.78,20.9,19.78,98.0,43.0,39.0,180.0,20.0,8.0,1.0,18.0,9.0,43.0,43.0,78.0,121.0,4.0,8.0,99.0,26.0,8.0,12.0,69.0,42.0,30.0,2.54,5.19,13.17,6.0,4.0,10.0,180.0,141.0,141.0,2.0,2.18,2.24,2.24,20.84,20.84,20.34
COL,2022,COL,COL,Team Level,all,62,0.51,0.52,0.51,226550.0,1963.36,193.74,138.88,451.27,65.37,1117.17,784.56,186.28,195.53,188.04,2065.0,686.0,989.0,3740.0,197.0,168.0,24.0,448.0,72.0,874.0,992.0,1868.0,2554.0,225.0,500.0,1701.0,1305.0,464.0,375.0,2032.0,524.0,195.0,61.44,63.93,68.37,65.0,67.0,65.0,3785.87,2751.0,2780.52,175.0,30.87,39.18,39.18,185.43,187.1,182.45,1907.72,187.02,135.74,436.49,63.73,1062.75,766.28,177.66,186.37,177.09,1976.0,676.0,856.0,3508.0,171.0,190.0,25.0,467.0,61.0,830.0,933.0,1805.0,2481.0,229.0,510.0,1957.0,1448.0,470.0,363.0,1950.0,510.0,192.0,56.16,63.21,67.66,60.0,60.0,51.0,3476.66,2652.0,2632.55,180.0,30.05,41.57,41.6,175.46,174.84,170.66
COL,2022,COL,COL,Team Level,5on5,62,0.52,0.51,0.5,181395.0,1505.43,129.04,100.54,360.88,49.36,851.2,620.97,125.01,130.83,126.77,1589.0,523.0,818.0,2930.0,123.0,116.0,15.0,365.0,56.0,650.0,802.0,1466.0,1989.0,208.0,466.0,1326.0,1195.0,403.0,313.0,1603.0,391.0,118.0,48.31,47.99,32.75,56.0,44.0,23.0,2975.87,2112.0,2141.52,156.0,20.7,25.35,25.51,124.24,125.9,123.86,1491.75,121.32,99.17,357.23,49.65,831.69,619.93,116.47,120.66,115.89,1554.0,525.0,708.0,2787.0,109.0,136.0,15.0,398.0,41.0,655.0,740.0,1445.0,1970.0,203.0,458.0,1486.0,1335.0,397.0,292.0,1602.0,368.0,109.0,45.93,45.47,29.92,49.0,43.0,17.0,2755.66,2079.0,2059.55,153.0,20.52,26.94,26.97,114.87,114.26,112.07
COL,2022,COL,COL,Team Level,4on5,62,0.08,0.11,0.12,18579.0,40.11,3.7,2.02,5.6,1.2,12.94,28.55,3.62,3.7,3.62,46.0,8.0,6.0,60.0,4.0,2.0,1.0,4.0,0.0,6.0,38.0,42.0,50.0,4.0,8.0,134.0,61.0,38.0,12.0,39.0,11.0,4.0,1.22,1.36,1.12,1.0,1.0,2.0,60.0,54.0,54.0,11.0,0.46,0.67,0.67,3.49,3.49,3.48,276.18,42.2,27.02,55.28,9.22,163.0,82.28,38.84,42.2,38.84,274.0,105.0,102.0,481.0,40.0,46.0,9.0,48.0,10.0,124.0,111.0,234.0,339.0,14.0,28.0,181.0,21.0,10.0,34.0,234.0,93.0,52.0,6.36,11.63,24.21,5.0,11.0,24.0,481.0,379.0,379.0,3.0,6.9,12.39,12.39,36.71,36.71,35.22
COL,2022,COL,COL,Team Level,5on4,62,0.93,0.89,0.88,19095.0,284.93,36.19,26.31,59.49,9.63,177.83,91.56,34.07,36.19,34.07,298.0,103.0,108.0,509.0,40.0,35.0,5.0,58.0,12.0,141.0,115.0,258.0,361.0,10.0,20.0,133.0,22.0,16.0,36.0,282.0,82.0,37.0,7.88,9.74,18.57,6.0,14.0,20.0,509.0,401.0,401.0,6.0,6.73,8.84,8.68,34.24,34.24,32.73,37.13,2.6,1.94,5.54,1.28,13.53,28.12,2.58,2.6,2.58,50.0,3.0,7.0,60.0,2.0,0.0,0.0,3.0,1.0,8.0,39.0,48.0,51.0,8.0,16.0,191.0,66.0,55.0,25.0,45.0,7.0,1.0,1.34,0.91,0.36,0.0,2.0,0.0,60.0,53.0,53.0,22.0,0.44,0.0,0.0,3.05,3.05,3.02
STL,2022,STL,STL,Team Level,other,63,0.33,0.44,0.41,6251.0,77.5,15.58,5.18,13.65,2.52,40.47,28.6,15.34,15.58,15.34,79.0,27.0,43.0,149.0,19.0,5.0,1.0,17.0,2.0,29.0,34.0,60.0,87.0,3.0,4.0,74.0,13.0,19.0,5.0,55.0,35.0,16.0,1.99,4.64,8.95,3.0,6.0,10.0,149.0,106.0,106.0,2.0,1.44,0.91,0.91,16.11,16.11,15.96,111.27,32.0,7.86,17.32,3.54,57.35,34.92,30.64,32.0,30.64,111.0,42.0,37.0,190.0,33.0,8.0,3.0,15.0,3.0,52.0,42.0,78.0,120.0,3.0,6.0,67.0,14.0,22.0,17.0,66.0,43.0,44.0,2.71,5.54,23.75,4.0,3.0,26.0,190.0,153.0,153.0,8.0,2.29,2.69,3.23,31.06,31.06,30.04
STL,2022,STL,STL,Team Level,all,63,0.45,0.47,0.47,229064.0,1808.18,174.47,126.57,406.44,57.68,1002.59,725.25,169.16,174.51,169.21,1820.0,673.0,764.0,3257.0,190.0,131.0,19.0,365.0,68.0,802.0,937.0,1630.0,2303.0,183.0,405.0,1703.0,1481.0,526.0,486.0,1805.0,530.0,158.0,53.81,64.19,56.47,68.0,64.0,58.0,3233.11,2493.0,2481.16,293.0,27.75,28.01,28.02,174.2,174.27,171.36,2064.78,217.24,146.25,469.07,67.78,1125.39,820.28,207.56,218.51,208.8,2037.0,809.0,892.0,3738.0,232.0,200.0,35.0,400.0,50.0,932.0,1032.0,1805.0,2614.0,214.0,473.0,1686.0,1248.0,644.0,503.0,1990.0,636.0,220.0,59.71,77.49,80.04,66.0,90.0,76.0,3774.48,2846.0,2866.02,294.0,32.05,43.08,43.08,206.22,207.35,202.22
STL,2022,STL,STL,Team Level,5on5,63,0.45,0.46,0.46,189297.0,1422.78,121.51,95.62,334.0,45.54,783.2,582.12,118.38,121.55,118.43,1435.0,527.0,612.0,2574.0,128.0,103.0,13.0,286.0,57.0,635.0,753.0,1307.0,1834.0,168.0,379.0,1324.0,1417.0,450.0,428.0,1446.0,416.0,100.0,44.19,50.48,26.84,56.0,49.0,23.0,2550.11,1962.0,1950.16,275.0,19.74,21.85,21.99,119.26,119.33,117.74,1649.71,148.0,112.15,393.29,54.51,898.96,669.08,142.02,149.27,143.27,1623.0,653.0,764.0,3040.0,157.0,158.0,25.0,337.0,41.0,737.0,846.0,1466.0,2119.0,201.0,447.0,1338.0,1174.0,549.0,432.0,1647.0,495.0,134.0,49.8,60.19,38.01,54.0,74.0,29.0,3076.48,2276.0,2296.02,262.0,23.22,32.23,31.68,139.53,140.67,138.01
