season,name,team,position,games_played,icetime,goalsFor,penaltiesFor,penalityMinutesFor,hitsFor,takeawaysFor,giveawaysFor,goalsAgainst,penaltiesAgainst,penalityMinutesAgainst
2022,Pelech-Aho,NYI,pairing,24,1025,2,1,2,5,2,2,0,0,0
2022,Oesterle-Seider,DET,pairing,25,1626,0,1,2,8,2,5,1,3,6
2022,Gravel-Josi,NSH,pairing,12,635,0,0,0,4,1,1,0,0,0
2022,Frederic-Coyle-Smith,BOS,line,19,2619,2,7,17,19,4,7,1,6,15
2022,Zadorov-Stone,CGY,pairing,43,23381,20,38,89,204,53,55,17,30,69
2022,Fiala-Danault-Arvidsson,LAK,line,29,6411,6,6,12,34,5,14,5,4,11
2022,Grzelcyk-Carlo,BOS,pairing,54,11651,12,15,45,91,27,27,4,15,47
2022,Hyman-Draisaitl-Nugent-Hopkins,EDM,line,36,4682,4,6,12,25,19,19,3,5,10
2022,Mcnabb-Martinez,VGK,pairing,36,1499,2,0,0,8,5,2,1,1,2
2022,Holl-Timmins,TOR,pairing,13,857,0,0,0,6,2,2,0,0,0
2022,Namestnikov-Colton-Perry,TBL,line,16,5511,6,7,26,67,17,12,7,10,32
2022,Athanasiou-Toews-Raddysh,CHI,line,10,1929,0,3,6,8,3,6,0,6,12
2022,Bertuzzi-Larkin-Perron,DET,line,13,2279,3,4,11,13,5,6,5,3,6
2022,Slavin-Burns,CAR,pairing,62,58340,44,62,127,302,163,151,33,53,108
2022,Hanifin-Stone,CGY,pairing,33,1827,1,0,0,7,4,3,1,2,4
2022,Vaakanainen-Shattenkirk,ANA,pairing,20,10672,2,8,19,67,24,32,9,11,25
2022,Zacha-Krejci-Smith,BOS,line,10,601,1,1,2,1,1,3,2,0,0
2022,Olofsson-Cozens-Peterka,BUF,line,16,3386,3,4,8,12,10,7,4,3,6
2022,Sttzle-Giroux-Debrincat,OTT,line,51,2344,2,3,6,13,3,8,2,4,8
2022,Farabee-Hayes-Konecny,PHI,line,16,5367,6,9,21,18,10,20,5,12,27
2022,Athanasiou-Dickinson-Lafferty,CHI,line,18,8681,6,14,31,77,26,16,8,10,23
2022,Protas-Dowd-Hathaway,WSH,line,29,11603,7,16,38,132,20,26,5,17,40
2022,Vatrano-Mctavish-Silfverberg,ANA,line,13,769,1,3,6,3,2,0,0,1,2
2022,Fiala-Lizotte-Kaliyev,LAK,line,13,856,0,4,11,5,1,0,1,1,5
2022,Harpur-Schneider,NYR,pairing,33,20909,10,11,25,165,50,64,10,27,57
2022,Hayes-Cates-Konecny,PHI,line,18,4883,1,8,16,36,10,8,2,7,16
2022,Laine-Sillinger-Johnson,CBJ,line,10,1346,0,0,0,8,3,5,2,2,4
2022,Pelech-Dobson,NYI,pairing,38,5032,2,8,16,35,7,13,2,3,6
2022,Johansson-Kuznetsov-Ovechkin,WSH,line,10,892,1,0,0,1,3,3,1,2,4
2022,Lucic-Lewis-Duehr,CGY,line,10,4292,4,2,7,55,4,5,4,1,5
2022,Lee-Barzal-Wahlstrom,NYI,line,18,2602,3,1,2,20,6,10,1,1,2
2022,Zucker-Malkin-Kapanen,PIT,line,23,994,0,0,0,8,8,4,0,0,0
2022,Jones-Tinordi,CHI,pairing,13,1457,0,3,9,12,1,4,2,1,5
2022,Xhekaj-Harris,MTL,pairing,34,3897,5,3,6,29,5,11,5,4,8
2022,Heiskanen-Suter,DAL,pairing,67,15295,11,14,28,59,32,39,9,9,18
2022,Greig-Giroux-Debrincat,OTT,line,11,6144,6,6,13,38,16,19,4,7,19
2022,Harrington-Karlsson,SJS,pairing,24,9450,9,9,21,77,29,21,8,5,13
2022,Parayko-Bortuzzo,STL,pairing,24,989,0,2,4,5,4,2,1,0,0
2022,Aston-Reese-Kampf-Malgin,TOR,line,14,5891,3,5,10,55,11,18,4,3,6
2022,Smith-Bahl,NJD,pairing,13,3965,1,6,15,23,7,13,2,4,11
2022,Reichel-Kurashev-Athanasiou,CHI,line,11,6571,4,6,12,42,16,21,4,3,6
2022,Middleton-Dumba,MIN,pairing,61,6259,0,12,27,47,14,16,3,8,19
2022,Moser-Nemeth,ARI,pairing,43,22186,6,26,61,198,39,61,8,18,45
2022,Buchnevich-Thomas-Barbashev,STL,line,12,1068,1,1,2,14,4,8,0,2,6
2022,Suter-Miller,DAL,pairing,49,13089,8,11,25,90,22,30,7,15,37
2022,Megna-Simek,SJS,pairing,16,1909,0,3,6,19,6,5,2,1,2
2022,Mcdonagh-Lauzon,NSH,pairing,40,8824,6,14,42,118,14,28,9,13,41
2022,Forsberg-Glass-Duchene,NSH,line,14,5364,8,4,11,37,14,24,3,2,7
2022,Terry-Strome-Vatrano,ANA,line,22,1976,3,1,2,12,2,4,1,3,6
2022,Forsling-Staal,FLA,pairing,26,2209,1,3,6,12,2,5,1,1,2
2022,Lundell-Luostarinen-White,FLA,line,15,4694,6,5,10,23,11,11,1,6,14
2022,Brisebois-Burroughs,VAN,pairing,13,1524,0,3,6,17,2,4,0,0,0
2022,Boqvist-Mcleod-Sharangovich,NJD,line,15,1048,0,1,2,10,2,3,0,0,0
2022,Anderson-Walker,LAK,pairing,28,1055,0,1,2,7,2,2,0,2,4
2022,Macdonald-Makar,COL,pairing,13,911,1,2,4,4,4,2,0,1,2
2022,Macdermid-Johnson,COL,pairing,16,2278,0,1,2,18,2,4,2,1,2
2022,Scandella-Faulk,STL,pairing,13,8417,9,10,20,71,24,18,5,4,8
2022,Schwartz-Wennberg-Eberle,SEA,line,28,916,1,3,6,7,5,1,1,1,2
2022,Perron-Copp-Rasmussen,DET,line,12,5024,7,9,21,34,7,9,0,11,25
2022,Connor-Scheifele-Gagner,WPG,line,23,4236,3,4,8,18,14,14,1,2,4
2022,Rosen-Bortuzzo,STL,pairing,14,3929,5,1,2,35,8,8,4,3,6
2022,Killorn-Stamkos-Namestnikov,TBL,line,10,1718,0,0,0,15,1,7,2,2,4
2022,Lundestrom-Grant-Silfverberg,ANA,line,12,1838,1,2,7,7,2,5,3,2,7
2022,Cousins-Lundell-Reinhart,FLA,line,16,2236,3,1,2,27,6,7,2,2,4
2022,Holloway-Ryan-Puljujarvi,EDM,line,13,1074,1,1,2,7,5,5,0,0,0
2022,Gavrikov-Peeke,CBJ,pairing,50,22813,12,19,44,174,48,36,21,21,48
2022,Kubalik-Copp-Perron,DET,line,21,6635,3,6,12,51,7,13,5,6,12
2022,Ovechkin-Kuznetsov-Oshie,WSH,line,19,962,0,6,15,11,2,7,1,1,5
2022,Fiala-Kopitar-Kaliyev,LAK,line,10,3992,4,4,8,20,6,19,2,2,4
2022,Foegele-Ryan-Shore,EDM,line,13,634,0,1,2,2,2,1,0,0,0
2022,Orlov-Irwin,WSH,pairing,16,829,0,4,11,5,0,4,1,4,11
2022,Harpur-Fox,NYR,pairing,25,2132,2,0,0,16,4,5,1,2,4
2022,Mikkola-Rosen,STL,pairing,20,5581,6,2,4,34,8,12,1,3,6
2022,Pelech-Romanov,NYI,pairing,23,1110,1,0,0,12,3,4,1,0,0
2022,Guentzel-Malkin-Rakell,PIT,line,30,1459,1,3,6,16,4,4,0,4,8
2022,Pettersson-Letang,PIT,pairing,48,24381,20,27,60,214,65,91,18,31,68
2022,Maccelli-Bjugstad-Crouse,ARI,line,32,18207,15,18,39,138,38,45,11,19,41
2022,Lafrenire-Chytil-Vesey,NYR,line,17,2975,3,3,6,22,3,6,2,4,8
2022,Johnson-Murphy,CHI,pairing,55,21451,11,22,56,173,61,51,18,26,66
2022,Mcdonagh-Fabbro,NSH,pairing,39,3487,1,2,7,27,7,9,4,3,9
2022,Mahura-Montour,FLA,pairing,57,7282,11,4,8,46,14,17,5,9,18
2022,Panarin-Zibanejad-Tarasenko,NYR,line,13,4850,8,3,6,35,10,28,3,5,10
2022,Tatar-Haula-Hughes,NJD,line,19,5212,3,4,8,25,11,19,3,3,6
2022,Perfetti-Scheifele-Wheeler,WPG,line,32,14267,15,13,32,78,27,29,5,12,30
2022,Guentzel-Crosby-Rakell,PIT,line,54,32703,26,32,64,226,74,98,20,33,71
2022,Donato-Gourde-Bjorkstrand,SEA,line,17,3194,3,9,18,26,10,5,2,5,10
2022,Brodie-Holl,TOR,pairing,41,10190,10,5,10,81,32,39,7,14,28
2022,Romanov-Dobson,NYI,pairing,56,24560,19,24,54,194,48,68,15,24,54
2022,Brassard-Giroux-Debrincat,OTT,line,10,2664,3,7,14,32,8,16,1,4,8
2022,Zucker-Carter-Rust,PIT,line,22,845,1,1,2,10,1,2,0,0,0
2022,Kurashev-Lafferty-Dickinson,CHI,line,13,3045,3,1,2,29,12,11,8,6,12
2022,Leddy-Mikkola,STL,pairing,39,5117,6,4,8,30,13,16,7,4,8
2022,Henrique-Zegras-Terry,ANA,line,42,18053,15,16,32,51,33,44,15,18,38
2022,Byram-Toews,COL,pairing,26,3480,2,2,4,13,6,6,3,2,4
2022,Frederic-Coyle-Zacha,BOS,line,24,5221,2,8,16,41,11,9,1,8,16
2022,Morrissey-Schmidt,WPG,pairing,52,6759,6,1,2,30,17,22,1,6,12
2022,Maroon-Bellemare-Namestnikov,TBL,line,12,606,0,0,0,4,0,1,0,1,2
2022,Fiala-Kopitar-Kempe,LAK,line,46,16604,14,22,44,110,23,52,15,15,30
2022,Goligoski-Dumba,MIN,pairing,29,19768,10,20,44,139,42,45,14,21,48
2022,Chiarot-Seider,DET,pairing,60,32364,24,31,62,250,40,66,32,36,72
2022,Gaudreau-Jenner-Nyquist,CBJ,line,20,10781,8,10,20,61,21,24,13,13,26
2022,Brannstrom-Zub,OTT,pairing,24,6746,2,6,12,75,17,17,2,8,16
2022,Janmark-Nugent-Hopkins-Puljujarvi,EDM,line,13,2888,2,6,14,18,6,6,3,3,6
2022,Hall-Coyle-Smith,BOS,line,14,2574,0,5,13,18,5,11,4,4,11
2022,Pinto-Giroux-Debrincat,OTT,line,43,5818,3,6,12,37,13,10,8,6,12
2022,Ferraro-Vlasic,SJS,pairing,53,5513,3,2,4,34,22,10,6,3,6
2022,Joseph-Letang,PIT,pairing,43,6910,3,12,24,53,13,22,3,8,16
2022,Mangiapane-Lindholm-Toffoli,CGY,line,16,2258,6,1,2,13,3,1,1,2,4
2022,Barron-Scheifele-Kuhlman,WPG,line,11,695,0,3,6,6,2,0,1,0,0
2022,Zacha-Krejci-Pastrnak,BOS,line,56,24567,32,23,50,144,45,76,14,12,22
2022,Hughes-Wolanin,VAN,pairing,10,704,1,0,0,1,2,1,0,1,2
2022,Perfetti-Dubois-Wheeler,WPG,line,21,9863,7,9,24,67,27,23,9,16,40
2022,Valimaki-Gostisbehere,ARI,pairing,28,5694,6,6,12,21,10,17,7,4,8
2022,Smith-Karlsson-Kessel,VGK,line,34,4958,3,6,12,23,21,11,4,4,8
2022,Girard-Makar,COL,pairing,44,8351,1,11,24,54,18,20,6,6,12
2022,Thomas-Schenn-Kyrou,STL,line,15,3436,4,5,13,17,14,10,4,5,13
2022,Bahl-Severson,NJD,pairing,26,12989,12,13,35,75,32,30,6,7,23
2022,Tatar-Hischier-Zetterlund,NJD,line,27,10192,9,9,18,40,25,27,3,12,24
2022,Berni-Boqvist,CBJ,pairing,23,1402,0,2,4,7,0,4,2,5,10
2022,Leivo-Acciari-Neighbours,STL,line,11,2747,2,5,19,28,8,8,5,8,25
2022,Lehkonen-Compher-Nichushkin,COL,line,15,1699,1,2,4,5,5,3,1,2,4
2022,Zucker-Carter-Kapanen,PIT,line,20,832,0,0,0,11,4,1,1,0,0
2022,Burakovsky-Wennberg-Schwartz,SEA,line,16,9519,5,11,22,61,22,22,12,9,18
2022,Johnson-Manson,COL,pairing,21,3813,3,4,8,28,2,6,0,4,8
2022,Lindblom-Lorentz-Gregor,SJS,line,21,1829,0,2,4,15,7,5,0,3,6
2022,Kiersted-Gudas,FLA,pairing,10,748,0,0,0,8,0,1,0,0,0
2022,Mcginn-Carter-Blueger,PIT,line,27,4628,0,3,9,34,10,8,4,7,15
2022,Killorn-Paul-Colton,TBL,line,21,973,0,2,4,9,4,3,1,2,4
2022,Cole-Fleury,TBL,pairing,15,2565,0,5,10,17,7,4,0,4,8
2022,Leddy-Rosen,STL,pairing,23,1352,3,0,0,7,3,3,0,1,2
2022,Ritchie-Hayton-Fischer,ARI,line,24,6204,2,9,21,66,6,17,4,9,21
2022,Tuch-Cozens-Peterka,BUF,line,19,3087,1,1,2,15,10,3,1,7,14
2022,Foegele-Mcdavid-Hyman,EDM,line,18,1389,1,0,0,5,2,8,0,3,6
2022,Motte-Brassard-Joseph,OTT,line,12,4044,2,5,10,37,7,12,1,6,12
2022,Staal-Kiersted,FLA,pairing,20,6402,7,6,14,43,13,14,4,6,12
2022,Chabot-Holden,OTT,pairing,41,5518,6,6,15,34,10,17,4,7,17
2022,Mikkola-Trouba,NYR,pairing,15,1797,2,2,4,10,3,4,0,0,0
2022,Olofsson-Mittelstadt-Asplund,BUF,line,11,3647,1,2,4,14,6,7,3,5,10
2022,Nugent-Hopkins-Mcdavid-Yamamoto,EDM,line,16,921,2,0,0,5,0,3,2,1,0
2022,Buchnevich-Schenn-Barbashev,STL,line,12,1195,2,1,2,10,2,3,1,2,4
2022,Kane-Draisaitl-Hyman,EDM,line,11,1629,1,1,2,12,2,5,3,0,0
2022,Wood-Mcleod-Bastian,NJD,line,38,16075,11,31,74,158,22,32,5,31,82
2022,Rielly-Sandin,TOR,pairing,35,2872,1,1,2,16,7,10,1,4,8
2022,Lindblom-Lorentz-Labanc,SJS,line,23,4292,1,5,12,39,14,9,6,3,6
2022,Fleury-Cernak,TBL,pairing,13,767,0,2,4,9,2,1,0,1,2
2022,Protas-Eller-Mantha,WSH,line,15,3089,3,3,9,33,6,6,3,3,9
2022,Debrincat-Kastelic-Batherson,OTT,line,13,736,0,1,2,8,0,1,0,0,0
2022,Smith-Sissons-Parssinen,NSH,line,15,4992,3,7,14,65,11,20,3,2,4
2022,Kaprizov-Eriksson Ek-Zuccarello,MIN,line,32,1504,0,0,0,9,2,3,1,0,0
2022,Girard-Hunt,COL,pairing,32,3300,3,3,6,12,10,3,1,3,6
2022,Robertson-Johnston-Dellandrea,DAL,line,27,1034,0,1,2,5,2,5,2,0,0
2022,Matheson-Harris,MTL,pairing,23,1927,1,2,4,10,4,6,3,3,6
2022,Ehlers-Dubois-Connor,WPG,line,13,5860,7,7,14,33,19,12,4,4,8
2022,Zetterlund-Mcleod-Wood,NJD,line,26,4274,2,6,15,35,8,14,3,3,9
2022,Brodie-Rielly,TOR,pairing,38,18426,12,17,37,128,51,54,11,22,45
2022,Erne-Suter-Rasmussen,DET,line,23,1808,1,3,9,15,2,2,1,3,9
2022,Hall-Krejci-Zacha,BOS,line,21,3359,3,3,9,19,7,6,4,3,9
2022,Xhekaj-Wideman,MTL,pairing,29,17583,10,39,95,139,32,59,10,20,49
2022,Connor-Dubois-Gagner,WPG,line,22,6739,6,5,10,26,11,19,5,8,14
2022,Lindgren-Fox,NYR,pairing,57,48943,39,42,93,302,107,137,22,56,121
2022,Foegele-Draisaitl-Yamamoto,EDM,line,11,2347,2,1,2,17,8,7,2,2,4
2022,Berni-Bayreuther,CBJ,pairing,21,1025,2,0,0,2,4,1,2,0,0
2022,Moser-Mayo,ARI,pairing,15,2889,2,6,18,24,5,8,4,6,18
2022,Zamula-Seeler,PHI,pairing,11,6918,3,6,21,84,8,16,5,12,33
2022,Theodore-Mcnabb,VGK,pairing,50,45781,37,41,96,363,124,89,22,51,109
2022,Makar-Manson,COL,pairing,16,1059,1,4,8,3,3,2,0,3,6
2022,Sanderson-Holden,OTT,pairing,31,2017,0,3,6,22,2,3,1,3,6
2022,Ferraro-Cicek,SJS,pairing,10,6176,1,8,19,63,12,14,6,4,11
2022,Watson-Kastelic-Motte,OTT,line,18,1377,0,0,0,16,2,3,1,1,2
2022,Severson-Hamilton,NJD,pairing,59,4863,3,4,8,27,7,15,3,4,8
2022,Debrincat-Sttzle-Batherson,OTT,line,36,1974,0,1,2,17,6,5,1,1,2
2022,Malgin-Tavares-Nylander,TOR,line,10,2047,1,3,6,16,7,6,0,1,2
2022,Neighbours-Acciari-Barbashev,STL,line,11,928,1,0,0,18,3,2,0,1,2
2022,Mikkola-Bortuzzo,STL,pairing,29,11407,7,21,45,106,22,23,4,16,35
2022,Barabanov-Couture-Nieto,SJS,line,32,17223,15,9,21,104,55,43,21,6,15
2022,Hall-Krejci-Debrusk,BOS,line,11,1593,2,3,6,8,5,4,0,0,0
2022,Sanheim-Seeler,PHI,pairing,53,2750,0,4,8,16,6,3,1,0,0
2022,Schmidt-Demelo,WPG,pairing,36,1919,0,1,2,8,6,6,1,0,0
2022,Joshua-Lazar-Aman,VAN,line,22,6856,5,7,20,93,17,12,4,12,30
2022,Soucy-Fleury,SEA,pairing,10,3345,3,4,8,23,14,6,2,6,12
2022,Stephenson-Eichel-Kessel,VGK,line,10,743,0,1,2,3,2,2,1,1,2
2022,Verhaeghe-Bennett-Lundell,FLA,line,13,722,0,1,2,4,1,0,0,0,0
2022,Guenther-Hayton-Keller,ARI,line,14,1595,1,0,0,7,3,3,0,0,0
2022,Dillon-Samberg,WPG,pairing,39,2942,0,2,7,28,5,13,1,2,7
2022,Salo-Pulock,NYI,pairing,10,3183,2,5,10,30,4,5,2,2,4
2022,Ritchie-Boyd-Keller,ARI,line,10,653,2,0,0,3,2,1,1,0,0
2022,Marchand-Bergeron-Pastrnak,BOS,line,53,9591,7,13,26,61,14,36,3,9,18
2022,Brodin-Spurgeon,MIN,pairing,47,5409,6,13,32,23,5,6,3,11,28
2022,Zegras-Strome-Terry,ANA,line,45,5856,4,8,14,18,12,10,5,10,20
2022,Roos-Murphy,CHI,pairing,12,3144,3,9,27,23,4,5,4,8,25
2022,Sanderson-Chabot,OTT,pairing,47,3217,4,6,12,14,5,3,2,4,8
2022,Barbashev-Schenn-Tarasenko,STL,line,11,2437,2,3,6,28,3,4,3,4,8
2022,Phillips-Jones,CHI,pairing,12,844,1,0,0,8,2,5,2,0,0
2022,Megna-Karlsson,SJS,pairing,47,40059,44,34,86,264,94,104,31,35,88
2022,Katchouk-Johnson-Entwistle,CHI,line,15,5980,4,8,21,95,13,24,5,4,13
2022,Hughes-Juulsen,VAN,pairing,11,7201,5,10,20,61,18,14,4,7,14
2022,Lee-Barzal-Palmieri,NYI,line,10,649,2,1,2,7,0,1,1,1,2
2022,Nemeth-Brown,ARI,pairing,25,1711,1,3,6,20,1,6,1,0,0
2022,Werenski-Gavrikov,CBJ,pairing,12,965,0,1,2,2,2,1,1,0,0
2022,Lomberg-Staal-Hornqvist,FLA,line,12,3414,2,6,15,35,5,4,2,8,22
2022,Debrusk-Bergeron-Marchand,BOS,line,42,20962,21,19,38,125,40,44,11,25,52
2022,Palat-Hughes-Mercer,NJD,line,12,752,1,2,4,3,0,3,1,2,4
2022,Lauzon-Carrier,NSH,pairing,24,2235,0,3,6,31,6,8,0,2,4
2022,Middleton-Merrill,MIN,pairing,19,981,0,3,9,6,1,3,1,3,9
2022,Barron-Lowry-Appleton,WPG,line,20,5482,1,3,8,54,12,17,2,4,8
2022,Murray-Barrie,EDM,pairing,12,2760,4,4,8,33,7,13,2,4,8
2022,Ekholm-Fabbro,NSH,pairing,43,9064,5,10,23,90,21,11,3,10,23
2022,Marchment-Johnston-Robertson,DAL,line,12,721,0,1,2,3,1,2,0,4,8
2022,Laine-Roslovic-Johnson,CBJ,line,13,5299,6,4,8,18,15,16,3,2,4
2022,Guhle-Kovacevic,MTL,pairing,25,1705,0,1,2,13,3,5,2,2,4
2022,Leddy-Faulk,STL,pairing,59,13010,11,12,26,88,22,37,12,14,28
2022,Lindgren-Trouba,NYR,pairing,29,1406,1,1,2,8,2,1,1,0,0
2022,Vaakanainen-Klingberg,ANA,pairing,17,2526,1,1,2,7,5,4,3,5,12
2022,Broberg-Bouchard,EDM,pairing,40,19912,19,19,44,127,62,73,18,18,42
2022,Harvey-Pinard-Suzuki-Ylonen,MTL,line,13,4669,2,2,7,20,10,22,6,2,4
2022,Dermott-Myers,VAN,pairing,10,1237,1,2,4,11,2,3,3,0,0
2022,Lafrenire-Goodrow-Chytil,NYR,line,13,1604,1,2,4,19,3,1,2,0,0
2022,Ekman-Larsson-Bear,VAN,pairing,38,13868,8,16,41,93,23,35,12,17,40
2022,Connor-Dubois-Wheeler,WPG,line,24,2338,0,1,2,14,4,6,2,3,6
2022,Miller-Schneider,NYR,pairing,53,6862,7,8,19,76,12,30,3,9,21
2022,Hyman-Mcdavid-Nugent-Hopkins,EDM,line,29,7676,12,6,12,32,27,21,8,4,8
2022,Forbort-Carlo,BOS,pairing,46,6403,3,4,8,46,10,11,3,6,12
2022,Wood-Mcleod-Mercer,NJD,line,20,2820,1,2,4,22,3,4,2,3,6
2022,Goligoski-Spurgeon,MIN,pairing,28,3733,4,8,18,19,6,6,4,4,8
2022,Gaudreau-Jenner-Johnson,CBJ,line,12,1814,2,1,2,6,3,4,1,2,4
2022,Tucker-Faulk,STL,pairing,21,3740,1,1,2,33,9,14,5,4,8
2022,Hayes-Laughton-Konecny,PHI,line,21,3118,3,5,10,19,9,8,4,2,4
2022,Sharangovich-Hughes-Mercer,NJD,line,19,3743,4,6,15,16,5,6,3,5,13
2022,White-Klingberg,ANA,pairing,15,3575,0,5,12,13,10,7,3,1,4
2022,Smith-Sissons-Trenin,NSH,line,20,7231,2,8,19,68,17,18,4,4,11
2022,Brodie-Sandin,TOR,pairing,25,1399,0,2,4,10,5,2,0,0,0
2022,Martin-Cizikas-Clutterbuck,NYI,line,37,14221,7,25,56,248,22,32,9,19,46
2022,Seeler-Ristolainen,PHI,pairing,43,17166,17,24,60,212,30,36,13,28,68
2022,Kunin-Hertl-Meier,SJS,line,17,2919,2,2,4,22,4,8,3,4,8
2022,Jeannot-Jankowski-Trenin,NSH,line,17,2538,2,2,7,37,5,6,0,2,7
2022,Tatar-Haula-Mercer,NJD,line,17,2073,1,0,0,11,3,6,1,1,2
2022,Kuzmenko-Pettersson-Miller,VAN,line,14,2083,3,2,4,7,2,5,4,1,2
2022,Phillips-Murphy,CHI,pairing,14,6530,3,3,6,36,19,13,8,8,16
2022,Martin-Cizikas-Bailey,NYI,line,17,637,1,1,2,9,2,1,0,3,6
2022,Sergachev-Bogosian,TBL,pairing,36,5414,5,6,15,51,16,16,3,9,24
2022,Steel-Dewar-Shaw,MIN,line,12,2199,1,1,2,16,4,4,1,3,6
2022,Benoit-White,ANA,pairing,17,4264,2,5,10,25,4,7,3,4,8
2022,Xhekaj-Savard,MTL,pairing,27,4700,1,6,15,42,4,19,7,11,25
2022,Greer-Coyle-Foligno,BOS,line,18,676,0,0,0,7,0,0,0,0,0
2022,Jarnkrok-Tavares-Marner,TOR,line,23,10568,9,9,18,67,29,30,8,12,24
2022,Miller-Lundkvist,DAL,pairing,35,2036,3,2,4,13,2,7,1,6,28
2022,Jeannot-Glass-Niederreiter,NSH,line,12,2338,1,4,10,33,6,6,2,2,4
2022,Faulk-Bortuzzo,STL,pairing,21,1107,1,0,0,9,4,1,0,1,2
2022,Fehervary-Jensen,WSH,pairing,53,28501,20,45,99,273,53,71,15,35,76
2022,Samuelsson-Bryson,BUF,pairing,20,1749,1,1,2,7,5,5,0,1,2
2022,Moser-Brown,ARI,pairing,53,10763,10,15,36,125,9,24,14,8,22
2022,Bjorkstrand-Gourde-Tolvanen,SEA,line,29,17005,19,11,22,122,55,25,14,16,34
2022,Blais-Carpenter-Gauthier,NYR,line,10,3398,3,2,4,53,7,14,2,7,14
2022,Gilbert-Weegar,CGY,pairing,16,994,1,1,2,5,0,0,0,2,4
2022,Dube-Kadri-Coleman,CGY,line,10,1384,0,0,0,6,3,3,1,0,0
2022,Zub-Hamonic,OTT,pairing,21,929,1,4,8,5,4,7,1,3,6
2022,Sheary-Kuznetsov-Ovechkin,WSH,line,31,7688,10,11,22,63,22,27,5,10,20
2022,Barron-Lowry-Harkins,WPG,line,11,5232,4,7,19,48,9,6,1,3,9
2022,Alexeyev-Fehervary,WSH,pairing,11,5756,2,3,6,47,12,17,5,9,18
2022,Pesce-Burns,CAR,pairing,38,1537,1,2,4,7,4,3,0,0,0
2022,Hajek-Fox,NYR,pairing,12,1450,1,2,4,15,4,3,0,4,8
2022,Crouse-Bjugstad-Guenther,ARI,line,11,6031,4,7,14,48,6,16,4,3,6
2022,Dumoulin-Letang,PIT,pairing,48,24933,15,21,42,198,55,65,22,26,52
2022,Athanasiou-Toews-Kane,CHI,line,14,2954,0,7,20,6,9,9,4,7,20
2022,Barabanov-Couture-Eyssimont,SJS,line,14,7497,10,9,21,50,22,17,7,9,21
2022,Tkachuk-Barkov-Verhaeghe,FLA,line,39,10653,16,7,14,40,32,30,6,14,28
2022,Comtois-Strome-Terry,ANA,line,13,2868,4,2,4,14,5,6,4,4,8
2022,Hyman-Mcdavid-Ryan,EDM,line,14,900,1,1,2,6,1,3,0,3,6
2022,Marchment-Seguin-Gurianov,DAL,line,19,6276,6,3,6,47,12,24,6,8,16
2022,Kulak-Ceci,EDM,pairing,52,6381,5,9,18,46,15,16,4,8,14
2022,Power-Lyubushkin,BUF,pairing,48,5213,3,3,6,18,15,7,1,4,8
2022,Foegele-Mcleod-Yamamoto,EDM,line,18,2719,1,4,8,29,7,12,1,2,4
2022,Barabanov-Hertl-Meier,SJS,line,43,6034,1,5,10,41,10,13,4,7,16
2022,Samuelsson-Power,BUF,pairing,38,6691,8,1,2,27,13,5,5,5,10
2022,Vlasic-Harrington,SJS,pairing,15,1956,1,3,6,13,6,4,0,2,4
2022,Laughton-Cates-Tippett,PHI,line,16,3274,1,3,6,20,6,10,1,2,4
2022,Kulak-Bouchard,EDM,pairing,50,12533,7,14,30,87,45,30,12,12,24
2022,Bayreuther-Gudbranson,CBJ,pairing,34,3559,1,3,6,27,6,6,1,3,6
2022,Graves-Siegenthaler,NJD,pairing,41,2322,8,2,4,10,7,5,2,3,6
2022,Benoit-Klingberg,ANA,pairing,43,17687,11,27,57,114,19,46,18,23,49
2022,Mcnabb-Hague,VGK,pairing,33,1724,0,2,4,13,2,2,1,1,2
2022,Slafkovsky-Evans-Armia,MTL,line,13,1375,0,5,13,6,4,6,2,1,2
2022,Cole-Foote,TBL,pairing,23,5133,4,15,42,41,12,12,3,11,37
2022,Cotter-Stephenson-Stone,VGK,line,10,3546,1,6,20,25,12,8,2,4,8
2022,Christiansen-Peeke,CBJ,pairing,14,4765,4,3,6,33,14,13,3,3,6
2022,Valimaki-Brown,ARI,pairing,50,10357,11,12,39,94,15,42,10,13,38
2022,Brown-Mayo,ARI,pairing,10,1048,0,4,8,9,2,7,2,1,2
2022,Palat-Haula-Bratt,NJD,line,12,1960,0,0,0,8,1,3,2,2,4
2022,Fowler-White,ANA,pairing,25,2734,1,7,17,15,2,5,2,6,15
2022,Gostisbehere-Mayo,ARI,pairing,12,1665,0,1,2,22,1,5,2,4,8
2022,Fabbri-Copp-Rasmussen,DET,line,11,3737,4,4,8,27,2,11,0,4,10
2022,Laughton-Hayes-Allison,PHI,line,30,9925,9,6,15,92,13,27,7,6,15
2022,Burroughs-Schenn,VAN,pairing,15,2105,0,0,0,30,6,2,3,1,2
2022,Lehkonen-Mackinnon-Rodrigues,COL,line,20,6872,8,4,11,30,14,11,1,10,23
2022,Granlund-Johansen-Duchene,NSH,line,13,2390,1,1,2,9,2,5,3,4,8
2022,Toews-Johnson,COL,pairing,44,8575,6,9,18,50,17,18,6,7,14
2022,Panarin-Trocheck-Kravtsov,NYR,line,16,7156,4,5,10,37,10,28,4,7,14
2022,Soucy-Schultz,SEA,pairing,44,17294,9,21,48,96,44,26,8,15,36
2022,Schenn-O'Reilly-Kyrou,STL,line,10,2382,2,2,4,15,6,10,5,1,2
2022,Forbort-Clifton,BOS,pairing,51,31407,21,42,108,291,55,86,20,39,102
